,text,pos,target
2273,I'm in the wrong state  https://t.co/xPErUWtnjD,PRP  VBP  IN  DT  JJ  NN  _SP  NNP,0
2274,"When you want to avoid your issues by letting a friend vent, and you realize they are trying to do the same with you. D:","WRB  PRP  VBP  TO  VB  PRP$  NNS  IN  VBG  DT  NN  NN  ,  CC  PRP  VBP  PRP  VBP  VBG  TO  VB  DT  JJ  IN  PRP  .  NN  :",1
2275,@thekpopolls how come whenever I choose one answer I'm like sht I didn't mean that I meant the other for like half of the qs _Ù÷á,VBZ  WRB  VB  WRB  PRP  VBP  CD  NN  PRP  VBP  UH  NNP  PRP  VBD  RB  VB  IN  PRP  VBD  DT  JJ  IN  UH  NN  IN  DT  NN  NNP  ADD,1
2276,the world needs a gucci mane documentary in 2016,DT  NN  VBZ  DT  NNP  JJ  NN  IN  CD,0
2277,"@OfficialFame Nothing has changed my guy _Ù÷â_Ù÷â_Ùªà_Ù_ ""Come and fuck with me baby , I'm the Franchise""- Future","NNP  NN  VBZ  VBN  PRP$  NN  NNP  XX  NNP  ``  VB  CC  VB  IN  PRP  NN  ,  PRP  VBP  DT  NN  NNP",0
2278,the tweet that offended ppl im still laughing https://t.co/3YrqbRMdUK,DT  NN  WDT  VBN  NNP  PRP  VBP  RB  VBG  ADD,0
2279,"Haven't written anything in a minute, but with the CBB season on the horizon, I'm feeling the ""itch"" AND the urge to start writing again.","VBP  RB  VBN  NN  IN  DT  NN  ,  CC  IN  DT  NNP  NN  IN  DT  NN  ,  PRP  VBP  VBG  DT  ``  NN  ''  CC  DT  NN  TO  VB  VBG  RB  .",1
2280,@bananafone34 #ApexIsCool why don't you like to ride the hover board as much as any one else,JJ  NNP  NNP  WRB  VBP  RB  PRP  VB  TO  VB  DT  NNP  NN  RB  RB  IN  DT  NN  RB,0
2281,You will catch the pneumonia and die https://t.co/4mxhY83w94,PRP  MD  VB  DT  NN  CC  VB  .,1
2282,Every manager in the league saw how we fell to pieces ....they will be pushing right up no space to play it from the back...not good  #afcb,DT  NN  IN  DT  NN  VBD  WRB  PRP  VBD  IN  NNS  NFP  PRP  MD  VB  VBG  RB  RB  DT  NN  TO  VB  PRP  IN  DT  NN  :  RB  JJ  _SP  NN  NNS,0
2283,THIS IS BROKEN LOVE IN THE FIRST DEGREE,DT  VBZ  NNP  NNS  IN  DT  JJ  NN,0
2284,"@00Sev @jonnym877 @Baldockboro It will be fine, we'll be the Friday or Sunday game :-)",":  UH  NNP  PRP  MD  VB  JJ  ,  PRP  MD  VB  DT  NNP  CC  NNP  NN  NFP",0
2285,This is the time when All Star Game people start listening to Agent suggestions. Puts a lot of agents in bad situations right now. (1/2),DT  VBZ  DT  NN  WRB  DT  NNP  NNP  NNS  VBP  VBG  IN  NNP  NNS  .  VBZ  DT  NN  IN  NNS  IN  JJ  NNS  RB  RB  .  -LRB-  CD  -RRB-,0
2286,"@DisneyInfinity Lovin the line up of marvel characters, But it's just missing Some scarlet witch, Quick silver and Wasp.",":  NNP  DT  NN  IN  IN  NN  NNS  ,  CC  PRP  VBZ  RB  VBG  DT  JJ  NN  ,  JJ  NN  CC  NNP  .",0
2287,@Alkmin_i @wishdomwishdom welcome to the club..,NNP  VBP  VBP  IN  DT  NN  .,0
2288,"My son asked this morning if I had ""saved the phoenix?"" yet had tell him still working on it #SaveTheNix",PRP$  NN  VBD  DT  NN  IN  PRP  VBD  ``  VBN  DT  NN  .  ''  RB  VBD  VB  PRP  RB  VBG  IN  PRP  DT  JJ,0
2289,My life is split between that of an old grandmother spreading wisdom on her deathbed and a toddler eating candy for the first time,PRP$  NN  VBZ  VBN  IN  DT  IN  DT  JJ  NN  VBG  NN  IN  PRP$  NN  CC  DT  NN  VBG  NN  IN  DT  JJ  NN,0
2290,This week is gonna be cool _Ù÷__Ù÷__Ù÷_,DT  NN  VBZ  VBG  TO  VB  JJ  NNP  NNP  NNP,1
2291,"When people choose to sit next to me on the bus I assume they think ""that guy looks less murdery than everyone else""",WRB  NNS  VBP  TO  VB  RB  IN  PRP  IN  DT  NN  PRP  VBP  PRP  VBP  ''  DT  NN  VBZ  JJR  NN  IN  NN  RB  '',0
2292,Windows 10 shares your files with the internet... here's how to turn it off - TechRepublic https://t.co/YNr3ILszwm,NNP  CD  NNS  PRP$  NNS  IN  DT  NN  :  RB  VBZ  WRB  TO  VB  PRP  RP  HYPH  NNP  ADD,0
2293,"how about cup 

of shut the fuck up?",WRB  IN  NNP  _SP  IN  VBN  DT  NN  RP  .,0
2294,"@sasvde Duh! ItÛªs what weÛªre famous for, as well as it being one of our biggest export products. The ACTUAL music is #1","PRP  UH  .  RB  WP  NNP  JJ  IN  ,  RB  RB  IN  PRP  VBG  CD  IN  PRP$  JJS  NN  NNS  .  DT  NNP  NN  VBZ  $  CD",1
2295,All i want to do is travel the world,DT  PRP  VBP  TO  VB  VBZ  VB  DT  NN,1
2296,@momskunk the true ending is not pressing space to get out of bed,IN  DT  JJ  NN  VBZ  RB  VBG  NN  TO  VB  IN  IN  NN,0
2297,I have no service in the engineering building _Ùª,PRP  VBP  DT  NN  IN  DT  NN  NN  NNP  NNP,1
2298,The #Redbricks on Corrie! (Letsby Avenue),DT  $  NNP  IN  NNP  .  -LRB-  NNP  NNP  -RRB-,1
2299,build a bear clothes are expensive why the fuck would they spend that much money,VB  DT  NN  NNS  VBP  JJ  WRB  DT  NN  MD  PRP  VB  RB  JJ  NN,0
2300,"From the ""Unfortunate ad placing"" dept. https://t.co/UtLfNPGbaQ",IN  DT  ``  JJ  NN  NN  ``  NN  .  CD,1
2301,@queenshella17 your snapchat w/ the scary face cracked me up_Ù÷â_Ù÷â,VB  PRP$  NN  IN  DT  JJ  NN  VBD  PRP  NN,0
2302,#NowPlaying Habits (Stay High) - The Chainsmokers Extended Mix de Tove Lo em Habits (Stay High) [The Chainsmokers EÛ_ https://t.co/xfWsanIg88,$  NN  NNS  -LRB-  VB  JJ  -RRB-  :  DT  NNS  NNP  NNP  NNP  NNP  NNP  PRP  NNS  -LRB-  VB  JJ  -RRB-  -LRB-  DT  NNPS  NNP  NNP  CD,0
2303,@belliegoulding TRY NOT@TO USE ALL THE CAN,VBG  NNP  NNP  VB  PDT  DT  NNP,1
2304,if we ever have a problem my niggas pull up with the choppas,IN  PRP  RB  VBP  DT  NN  PRP$  NN  VBP  RP  IN  DT  NNS,0
2305,"Learn how to start making a real online income working from home online the hours that suit you.

See how here... https://t.co/ZQvtamOnP6",VB  WRB  TO  VB  VBG  DT  JJ  JJ  NN  VBG  IN  NN  RB  DT  NNS  WDT  VBP  PRP  .  _SP  VB  WRB  RB  .  NNP,0
2306,I luv my city but the coast is where it's at.,PRP  VBP  PRP$  NN  CC  DT  NN  VBZ  WRB  PRP  VBZ  IN  .,0
2307,"1st contact today w/ @ICRC  in #Jordan, @UNHCRJo and @IOM_Jordan. Valued partners for France in dealing with the #refugeecrisis.","JJ  NN  NN  NNP  NNP  _SP  IN  $  NNP  ,  NNP  CC  NNP  .  VBN  NNS  IN  NNP  IN  VBG  IN  DT  NN  NN  .",0
2308,@HeatherMorriss like I told @blackeyedmarti it's the selfless acts that stood out for me both of you are doing great things,UH  UH  PRP  VBD  :  PRP  VBZ  DT  JJ  NNS  WDT  VBD  RP  IN  PRP  DT  IN  PRP  VBP  VBG  JJ  NNS,1
2309,"""Every #adversity carries with it the seed of an equivalent or greater benefit."" Napoleon Hill",``  DT  NN  NN  VBZ  IN  PRP  DT  NN  IN  DT  JJ  CC  JJR  NN  .  ''  NNP  NNP,0
2310,"@SFLBigDog @FinsInsider I think this is the most realistic question one can ask. This team is 8 and 8 forever, does 6 and 6 get him hired?","NNP  IN  PRP  VBP  DT  VBZ  DT  RBS  JJ  NN  PRP  MD  VB  .  DT  NN  VBZ  CD  CC  CD  RB  ,  VBZ  CD  CC  CD  VB  PRP  VBN  .",0
2311,"For the second time in the set, Rosol is 30-0 on Nadal's serve. Will it happen?","IN  DT  JJ  NN  IN  DT  NN  ,  NNP  VBZ  CD  SYM  CD  IN  NNP  POS  NN  .  MD  PRP  VB  .",0
2312,Another Adrian James 6 Pack Abs Workout Done! Check it out on the iTunes App Store: https://t.co/B89MxmSJH0 https://t.co/n2P4MJ2DlY,DT  NNP  NNP  CD  NNP  NN  NN  VBN  .  VB  PRP  RP  IN  DT  NNP  NNP  NNP  :  NNP  .,0
2313,"Bruh!! One of the most depressing thoughts!!  ""@Kgetsa275: To think that i'm gonna die oneday_Ù÷¢_Ù÷_""",FW  .  .  CD  IN  DT  RBS  JJ  NNS  .  .  _SP  ''  IN  :  TO  VB  IN  PRP  VBP  VBG  TO  VB  NN  NNP  '',1
2314,@Grimezsz I can't wait to see you Nov. 10 in Nashville. I hope to meet you after the show! _ü,NFP  PRP  MD  RB  VB  TO  VB  PRP  NNP  CD  IN  NNP  .  PRP  VBP  TO  VB  PRP  IN  DT  NN  .  NNPS,1
2315,@TatianaKing how was the space; honestly want to know.,VBG  WRB  VBD  DT  NN  :  RB  VBP  TO  VB  .,0
2316,watching the hotel episodes waiting for jessica lange to pop up and then I remember she isn't in it anymore oh,VBG  DT  NN  NNS  VBG  IN  NNP  NNP  TO  VB  RP  CC  RB  PRP  VBP  PRP  VBZ  RB  IN  PRP  RB  UH,1
2317,The weather today = my heart,DT  NN  NN  .  PRP$  NN,1
2318,I work in HR now I am literally Toby from the office,PRP  VBP  IN  NN  RB  PRP  VBP  RB  NNP  IN  DT  NN,1
2319,girl shut up we finna be on the way! _Ù÷â @beautifuldayxx,NN  VBD  RP  PRP  NNP  VBP  IN  DT  NN  .  NNP  CD  ADD,0
2320,Just got so drugged up at the dentists that I can't even talk,RB  VBN  RB  JJ  RP  IN  DT  NNS  WDT  PRP  MD  RB  RB  VB,0
2321,Free The Realist Nigga On My Team _ÙÓÒ Free My Brudda Free My Round Free Bam _ÙÑ£ You Be Home Soon _ÙÕä https://t.co/3UF5lxWRLn,NNP  DT  JJ  NNP  IN  PRP$  NNP  NNP  NNP  NNP  PRP$  NNP  NNP  PRP$  NNP  NNP  NNP  NNP  NNP  PRP  VBP  NNP  RB  NNP  NNS  NNP,0
2322,"""You probably have an ugly voice that's why you don't like being on the phone""",``  PRP  RB  VBP  DT  JJ  NN  WDT  VBZ  WRB  PRP  VBP  RB  VB  VBG  IN  DT  NN  '',1
2323,All the feels https://t.co/x7Uzil6Jxg,PDT  DT  NNS  NNS,1
2324,The Elements of Plane and Solid Geometry by Henry William Watson https://t.co/OvRLR9kaJ8 https://t.co/ORS8chJtUN,DT  NNP  IN  NNP  CC  NNP  NNP  IN  NNP  NNP  NNP  NNP  NNP,1
2325,In the old days they'd drop nitroglycerin in the wells to dupe investors..... https://t.co/yqKhmlx1gg,IN  DT  JJ  NNS  PRP  MD  VB  NNP  IN  DT  NNS  IN  NN  NNS  .  NN,1
2326,@audible_com My ipad app will not play sound despite the volume being up. This is really really frustrating. $60 book I can't listen to :(,ADD  PRP$  NN  NN  MD  RB  VB  NN  IN  DT  NN  VBG  RB  .  DT  VBZ  RB  RB  JJ  .  $  CD  NN  PRP  MD  RB  VB  IN  .,0
2327,Now this is a package I'd been waiting for! The 4th book in the #finishingschool by #gailcarrigerÛ_ https://t.co/LiWwZttF4Q,RB  DT  VBZ  DT  NN  PRP  MD  VBN  VBG  IN  .  DT  JJ  NN  IN  DT  $  NN  IN  $  NN  NNP  NNP,1
2328,Wisdom is the context for power. Power coupled with wisdom will bring lasting transformation. @billjohnsonBJM https://t.co/o92oLtAd4o,NN  VBZ  DT  NN  IN  NN  .  NN  VBN  IN  NN  MD  VB  VBG  NN  .  NNP  NNP,0
2329,"Lounging for a lucky 13th time:  The Sigma Lounge https://t.co/34cqZIxLhx via @examinercom, @asnortonccsllc, @frontrhocenter","VBG  IN  DT  JJ  JJ  NN  :  _SP  DT  NNP  NNP  NNP  IN  NNP  ,  NNP  ,  ADD",0
2330,Jaejoong sings the national anthem for the 2015 KBO League series! | https://t.co/Us2NxWbu6W https://t.co/VoapcQEZ4T,NNP  VBZ  DT  JJ  NN  IN  DT  CD  NNP  NNP  NN  .  NNP  NNP  NNP  NN,1
2331,@screwlabour @lproudfoot1 because those children will be the taxpayers who fund your state pension....,NFP  NN  IN  DT  NNS  MD  VB  DT  NNS  WP  VBP  PRP$  NN  NN  .,1
2332,"Less, and better, meat. Better for you and the planet. https://t.co/19IDL1z8aB, via @NRDCfood @Food_Dr","RBR  ,  CC  JJR  ,  NN  .  JJR  IN  PRP  CC  DT  NN  .  CD  ,  IN  NN  NNP",1
2333,"I played the Sandy Caps mini game in Paradise Island 2, and my score was: 413 #ParadiseIsland2 #GameInsight https://t.co/kOXIDGViOX","PRP  VBD  DT  NNP  NNP  JJ  NN  IN  NNP  NNP  CD  ,  CC  PRP$  NN  VBD  :  CD  NN  JJ  NN  NNP  NN",0
2334,Losing My Postpartum Belly With the Bellefit Corset Girdle - Kellys Thoughts On Things https://t.co/ciPWFXSVI7,VBG  PRP$  NN  NNP  IN  DT  NNP  NNP  NNP  HYPH  NNP  NNPS  IN  NNS  -RRB-,1
2335,I'm not with the shits https://t.co/CSoQt9SqOt,PRP  VBP  RB  IN  DT  NNS  NNP,1
2336,the threat that their traditional business would be over / accessible for everyone must be scary indeed. https://t.co/pSGR7V4Q5D,"DT  NN  WDT  PRP$  JJ  NN  MD  VB  RB  ,  JJ  IN  NN  MD  VB  JJ  RB  .  ADD",0
2337,"""Research reports that children who are consistently more active are likely to be healthier adults.""

The October... https://t.co/xvmd6c0Vxo",``  NN  VBZ  IN  NNS  WP  VBP  RB  RBR  JJ  VBP  JJ  TO  VB  JJR  NNS  .  ''  _SP  DT  NNP  :  ADD,0
2338,"https://t.co/F6qX4racFu

SpinZoneEmpireRecords 

Keep up the poor attempts to take me out. I assure you my allies run very deep.",ADD  _SP  NNS  _SP  VB  RP  DT  JJ  NNS  TO  VB  PRP  RP  .  PRP  VBP  PRP  PRP$  NNS  VBP  RB  RB  .,0
2339,"#MusicTime ""So HIGH that we can KISS the SKY!!"" &lt;3  https://t.co/9o6GeOxJH6",NNP  NN  ''  RB  JJ  IN  PRP  MD  VB  DT  NNP  .  .  ''  CC  NNP  _SP  ADD,1
2340,"@ProJared The way you said this makes it sound like you're surprised you're on the guest list, but not unhappy about it.","VBN  DT  NN  PRP  VBD  DT  VBZ  PRP  VB  IN  PRP  VBP  JJ  PRP  VBP  IN  DT  NN  NN  ,  CC  RB  JJ  IN  PRP  .",0
2341,P11D - should the employee pay NI on Private #School #Fees: https://t.co/9ph55XDsbj,NNP  :  MD  DT  NN  VB  NNP  IN  NNP  NN  NN  NN  NNS  :  ADD,0
2342,"The other day, I tried to come up w/ a curse word that was derived neither from religion nor sex, and couldn't.  @rebecca_roache, thoughts?","DT  JJ  NN  ,  PRP  VBD  TO  VB  RP  PRP  DT  NN  NN  WDT  VBD  VBN  CC  IN  NN  CC  NN  ,  CC  MD  RB  .  _SP  NNP  ,  NNS  .",1
2343,I covered 500 miles with my #Fitbit and earned the Serengeti badge. https://t.co/sJrzBxZBPZ,PRP  VBD  CD  NNS  IN  PRP$  NNP  NNP  CC  VBD  DT  NNP  NN  .  NNP,0
2344,@sonicdriver @TheJimMichaels I believe Jensen said in the Christmas episode Jared actually spiked his eggnog.,IN  NNP  PRP  VBP  NNP  VBD  IN  DT  NNP  NN  NNP  RB  VBD  PRP$  NN  .,0
2345,@allanwright26 I like the way this kid thinks.,NNS  PRP  VBP  DT  NN  DT  NN  VBZ  .,1
2346,@inHERribs me in the green_Ù÷â_Ù÷â,VB  PRP  IN  DT  .,1
2347,Cigarette Song will be the first song I teach myself when my new guitar strings come in,NNP  NNP  MD  VB  DT  JJ  NN  PRP  VBP  PRP  WRB  PRP$  JJ  NN  NNS  VBP  RB,0
2348,A quiet academic quad with #TeamUMS student leadership leading an activity on the background. Beautiful day. https://t.co/CD8pFW8ZWX,DT  JJ  JJ  NN  IN  $  WRB  NN  NN  VBG  DT  NN  IN  DT  NN  .  JJ  NN  .  PRP,0
2349,Something on the cook...A kenyan collabo with a U.S based raper....it will be the hottest collabo ever...,NN  IN  DT  NN  :  DT  JJ  NN  IN  DT  NNP  VBN  NN  .  PRP  MD  VB  DT  JJS  NNS  RB  .,0
2350,With This Greenhouse It Is Now Possible To Grow Crops In The Desert https://t.co/qzPmIUIsvz via @3tags_org,IN  DT  NN  PRP  VBZ  RB  JJ  TO  VB  NNS  IN  DT  NNP  NN  IN  NNP,1
2351,i'm always nice to the wrong people.,PRP  VBP  RB  JJ  IN  DT  JJ  NNS  .,1
2352,need someone to numb the pain,VBP  NN  TO  VB  DT  NN,1
2353,"Gratitude is the first sign of a thinking, rational creature. - Solanus Casey #quote","NNP  VBZ  DT  JJ  NN  IN  DT  NN  ,  JJ  NN  .  :  NNP  NNP  NN  NN",1
2354,@krissaybebe like I didn't even know they had a Twitter in the first place? Nor do I talk to them lmao,JJ  UH  PRP  VBD  RB  RB  VB  PRP  VBD  DT  NNP  IN  DT  JJ  NN  .  CC  VBP  PRP  VB  IN  PRP  VBZ,1
2355,Somebody come to the mall with me,NN  VB  IN  DT  NN  IN  PRP,0
2356,Had no clue the new Big Bang theory had started last week_Ù÷_,VBD  DT  NN  DT  JJ  NNP  NNP  NN  VBD  VBN  JJ  NNP  NNP,1
2357,"#Websummit may be gone - but as long as Ireland is producing 15-year-olds who can hack the likes of #TalkTalk, we'll be fine.","$  NNP  MD  VB  VBN  :  CC  RB  RB  IN  NNP  VBZ  VBG  CD  HYPH  NNS  WP  MD  VB  DT  NNS  IN  NN  NNP  ,  PRP  MD  VB  JJ  .",0
2358,I got hair to do most of the week _Ù÷Õ,PRP  VBD  NN  TO  VB  JJS  IN  DT  NN  NNP  NNS,1
2359,"@onedirection Artist of the Year
Favorite Duo or Group",JJ  NN  IN  DT  NNP  _SP  NNP  NNP  CC  NNP,1
2360,Lifestyle sessions are my favorite way to capture the a family.... https://t.co/6ODL6k65pJ,NN  NNS  VBP  PRP$  JJ  NN  TO  VB  DT  DT  NN  .  NN,1
2361,Stats for the week have arrived. 4 new followers and 1 unfollower via https://t.co/0o4qyRSM56.,NNS  IN  DT  NN  VBP  VBN  .  CD  JJ  NNS  CC  CD  NN  IN  NNP  .,0
2362,"CONGRATS ON SCORING #1!!! VERY DESERVING!!! LOVE THE ALBUM :)
@scotthoying @KOlusola @Avi_Kaplan @mitchgrassi @kirstin_taylor @PTXofficial",NNS  IN  NNP  $  CD  .  .  .  RB  JJ  .  .  .  NNS  DT  NN  NN  _SP  VBG  NNP  NNP  NN  NN  CD,1
2363,"@Tomi_Tapio Who gets engaged at 17-20? I know absolutely no one. And even if, with the current divorce rate, chances are good :P",".  WP  VBZ  VBN  IN  CD  SYM  CD  .  PRP  VBP  RB  DT  NN  .  CC  RB  IN  ,  IN  DT  JJ  NN  NN  ,  NNS  VBP  JJ  .",1
2364,"Visiting  the Washington Hotel Mayfair for a flim funding  exercise.
#entrepreneur #business  #thebfnÛ_ https://t.co/C5Ks733hUt",VBG  _SP  DT  NNP  NNP  NNP  IN  DT  NN  NN  _SP  NN  .  _SP  NN  NN  NN  NN  _SP  $  NNP  NNP  NN,0
2365,Just watched #towie @ITVBe @MissGeorgiakx &amp; @tommy_mallet are the most loyalist friends to people! Yes I no it's tv but I love them ha,RB  VBN  NN  JJ  .  NN  CC  NNP  :  NNP  VBP  DT  RBS  JJ  NNS  IN  NNS  .  UH  PRP  UH  PRP  VBZ  NN  CC  PRP  VBP  PRP  XX,1
2366,Drake definitely self promotes in all the situations involving upcoming artists  https://t.co/0YKXqbZ7oz,NNP  RB  NN  VBZ  IN  PDT  DT  NNS  VBG  JJ  NNS  _SP  CD  PRP,0
2367,@carole_bouchard You know that the translator changes Rosol to Aerosol LOLOLOL,NNP  PRP  VBP  IN  DT  NN  VBZ  NNP  IN  NNP  NNP,0
2368,"Fool me one time shame on you
Fool me twice, can't put the blame on you","VB  PRP  CD  NN  NN  IN  PRP  _SP  VB  PRP  RB  ,  MD  RB  VB  DT  NN  IN  PRP",1
2369,i hate using the bathroom in a public place it's fucking disgusting,PRP  VBP  VBG  DT  NN  IN  DT  JJ  NN  PRP  VBZ  JJ  JJ,0
2370,Niggas bout to set the block hot lol https://t.co/nHHFzI5dJa,NNP  VBP  TO  VB  DT  NN  JJ  NN  NNP,0
2371,Fixed ascent conduite tends in contemplation of make self-reliant they avow the climbing ourselves necessitousnessÛ_ https://t.co/Ll19BkToRf,VBN  NN  NN  VBZ  IN  NN  IN  VB  NN  HYPH  JJ  PRP  VBP  DT  NN  PRP  NNP  NNP  CD,1
2372,'everything gives you cancer!!! ugh might as well eat bacon' might as well take up smoking and throw a bitta asbestos in the ceilng too,``  NN  VBZ  PRP  NN  .  .  .  NNP  MD  RB  RB  VB  NNP  ''  MD  RB  RB  VB  RP  NN  CC  VB  DT  NN  NN  IN  DT  NN  RB,1
2373,Turning on the #EMAs at just the right moment to see Tori Kelly. I'll class that as a win.,VBG  IN  DT  $  NNS  IN  RB  DT  JJ  NN  TO  VB  NNP  NNP  .  PRP  MD  VB  IN  IN  DT  NN  .,0
2374,NowPlaying The Only One - Antonio Neal https://t.co/yFF8dN1WWi,NNP  DT  JJ  CD  HYPH  NNP  NNP  NNP,1
2375,5 things you can do tonight to reverse the U.S. food crisis https://t.co/8fIDEMz1tN #mashable,"CD  NNS  PRP  MD  VB  NN  TO  VB  DT  NNP  NN  NN  ,  NN  JJ",0
2376,"Pro Tips ÛÒ Site 244: Uplink

   An alien spacecraft has crash landed in the shadow of Mt. Rushmore, USA, and our... https://t.co/ABevmt5OBr","NNP  NNP  NN  NN  CD  :  NN  _SP  DT  JJ  NN  VBZ  NN  VBN  IN  DT  NN  IN  NNP  NNP  ,  NNP  ,  CC  PRP$  NFP  NN",0
2377,There is power in the cross. #Jesus #HISLyrics #IamHIS https://t.co/j3MIwEMdKd,EX  VBZ  NN  IN  DT  NN  .  ADD  NNP  $  NN  NN  NN  CD,0
2378,I'll let my kid leave the house and go to school in a whole spiderman outfit because creativity.,PRP  MD  VB  PRP$  NN  VB  DT  NN  CC  VB  IN  NN  IN  DT  JJ  NN  NN  IN  NN  .,1
2379,"@moustachewax @fatalenglishman  haha, oh the irony!  (I think I could live without it if I lived in a vibrant community)","NNP  NNP  _SP  UH  ,  UH  DT  NN  .  _SP  -LRB-  PRP  VBP  PRP  MD  VB  IN  PRP  IN  PRP  VBD  IN  DT  JJ  NN  -RRB-",1
2380,Finna buss down in the library _Ù÷_,NNP  VBP  RP  IN  DT  NN  NNP  NNP  NNP,0
2381,"""anime"" is what japanese people call animated stories (from all over the world) and what we call animated stories FROM JAPAN",``  NN  ''  VBZ  WP  JJ  NNS  VBP  VBN  NNS  -LRB-  IN  RB  IN  DT  NN  -RRB-  CC  WP  PRP  VBP  VBN  NNS  IN  NNP,0
2382,I'm a little bit on love with the UPS man who almost always brings me fabulous #BookMail. @Suzy4PR #INANOTHERLIFE https://t.co/PWoQ26uN5J,PRP  VBP  DT  JJ  NN  IN  NN  IN  DT  NNP  NN  WP  RB  RB  VBZ  PRP  JJ  NN  NNP  .  NNP  NNP  NNP  NNP,1
2383,Looking to hire a new veterinary assistant? Hire the best person for the job with these interview questions and tips.https://t.co/f6X7jYts9n,VBG  TO  VB  DT  JJ  JJ  NN  .  VB  DT  JJS  NN  IN  DT  NN  IN  DT  NN  NNS  CC  NN,0
2384,@LoganAvatarS I'm in the same boat with my Chem class. _ÙÔ__Ù_,NNP  PRP  VBP  IN  DT  JJ  NN  IN  PRP$  NNP  NN  .  NNP  NNP  NNP,0
2385,"lol on projects whose ROI isnt feasible ""@_MWAURA_: Ruto says the country is investing so much such that liquidity is an issue.""",VBN  IN  NNS  WP$  NNP  VBZ  RB  JJ  ''  NNP  NNP  :  NNP  VBZ  DT  NN  VBZ  VBG  RB  RB  JJ  IN  NN  VBZ  DT  NN  .  '',0
2386,People who speak out against the quiet car should be sent to reeducation camps. https://t.co/AMo9uqduOM,NNS  WP  VBP  RP  IN  DT  JJ  NN  MD  VB  VBN  IN  NN  NNS  .  NNP,0
2387,The secret of being a bore is to tell everything. - Voltaire #quote,DT  NN  IN  VBG  DT  NN  VBZ  TO  VB  NN  .  :  VB  NN  UH,0
2388,@WhitlockJason love the new site  always ben a big fan  317 represent,NNP  VBP  DT  JJ  NN  _SP  RB  VB  DT  JJ  NN  _SP  CD  NN,0
2389,@BrownsBeat the Browns have an MRI machine?,IN  DT  NNS  VBP  DT  NNP  NN  .,0
2390,@AllThingsFluffy lol the variety one?,NNP  VBD  DT  NN  CD  .,1
2391,@snipeyhead With the same app in the foreground?,VBG  IN  DT  JJ  NN  IN  DT  NN  .,0
2392,I gained 7 followers in the last day. You? Know your stats and grow with https://t.co/HtIJeavgxM,PRP  VBD  CD  NNS  IN  DT  JJ  NN  .  PRP  .  VB  PRP$  NNS  CC  VB  IN  NNP,0
2393,"Back-up call repeated a few minutes later. Dispatcher still trying to figure out where, exactly, the officer was.","RB  HYPH  RP  NN  VBD  DT  JJ  NNS  RB  .  NNP  RB  VBG  TO  VB  RP  WRB  ,  RB  ,  DT  NN  VBD  .",0
2394,"@longliveasapyam um, 2 songs. he didn't even contribute to the songs on there that even get the most recognition on HOB","NNP  UH  ,  CD  NNS  .  PRP  VBD  RB  RB  VB  IN  DT  NNS  IN  RB  WDT  RB  VBP  DT  JJS  NN  IN  NNP",1
2395,America is finally wiping the dirt out of its eyes. https://t.co/vpoadXpThL,NNP  VBZ  RB  VBG  DT  NN  IN  IN  PRP$  NNS  .  NNP,0
2396,I'm just tired enough to drive my car into a ditch on the way home from work.,PRP  VBP  RB  JJ  RB  TO  VB  PRP$  NN  IN  DT  NN  IN  DT  NN  RB  IN  NN  .,0
2397,@FootyAccums Di matteo he won us the champions League or gianfranco zola,NNS  NNP  NN  PRP  VBD  PRP  DT  NNS  NNP  CC  NNP  NNP,0
2398,"@Jemrah1 Thanks for all the tweets and retweets today Joy, you're a champ! _Ù÷_","NNS  NNS  IN  PDT  DT  NNS  CC  NNS  NN  NNP  ,  PRP  VBP  DT  NN  .  NNP  NNP  NNP",1
2399,"Not that major character deaths are off-limits, but they tend to happen at the top of a story arc, not in the third episode of a season.","RB  IN  JJ  NN  NNS  VBP  RB  HYPH  NNS  ,  CC  PRP  VBP  TO  VB  IN  DT  NN  IN  DT  NN  NN  ,  RB  IN  DT  JJ  NN  IN  DT  NN  .",0
2400,@yisus8512 @Pepecongales @javo_chavez @CesarRBShow @paulroOck The celebrated boy who wants a three milks cake &gt; @Alejou,NFP  NFP  NN  UH  IN  DT  JJ  NN  WP  VBZ  DT  CD  NNS  NNP  CC  NNP  :  NNP,0
2401,Vexed question singapore has got the fame so that baggage car suite services: XPvphz,JJ  NN  NNP  VBZ  VBN  DT  NN  IN  IN  NN  NN  NN  NNS  :  .,1
2402,@SulaimanPeck I know you miss campus for the same reason! _Ù÷ã,NFP  PRP  VBP  PRP  VBP  NN  IN  DT  JJ  NN  .  NNP  ADD,1
2403,#Confederate flag (on State flag) falls from Univ of #Mississippi campus. Great work by students and faculty! https://t.co/utOFVndfQA,$  JJ  NN  -LRB-  IN  NNP  NN  -RRB-  VBZ  IN  NNP  IN  NNP  NNP  NN  .  JJ  NN  IN  NNS  CC  NN  .  NNP,0
2404,"@rmayemsinger It would actually be kind nice of he occasionally appeared just to say ""hi"" without all the relationship drama @PierceBrosnan",JJR  PRP  MD  RB  VB  RB  JJ  IN  PRP  RB  VBD  RB  TO  VB  ``  UH  ''  IN  PDT  DT  NN  NN  NNP,0
2405,Talk about #art on the #left #laughable  https://t.co/sqKPDzhEdR,VB  IN  $  NN  IN  DT  $  JJ  NN  JJ  _SP  NNP,0
2406,Man fuck let the teacher do his job,NN  NN  VB  DT  NN  VB  PRP$  NN,1
